Symbol,Yahoo_Ticker,Big Sectors,Industry
NAHARPOLY,NAHARPOLY.NS,Consumer Discretionary,Retailing
NAHARSPING,NAHARSPING.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
NAM-INDIA,NAM-INDIA.NS,Services,Asset Management
NARMADA,NARMADA.NS,Commodities,Fertilizers & Agrochemicals
NATCAPSUQ,NATCAPSUQ.NS,Healthcare,Pharmaceuticals & Biotechnology
NATCOPHARM,NATCOPHARM.NS,Healthcare,Pharmaceuticals & Biotechnology
NATHBIOGEN,NATHBIOGEN.NS,Commodities,Fertilizers & Agrochemicals
NATIONALUM,NATIONALUM.NS,Commodities,Non - Ferrous Metals
NAUKRI,NAUKRI.NS,Telecommunication,Telecom - Equipment & Accessories
NAVA,NAVA.NS,Industrials,Industrial Products
NAVINFLUOR,NAVINFLUOR.NS,Commodities,Chemicals & Petrochemicals
NAVKARCORP,NAVKARCORP.NS,Industrials,Industrial Products
NAVKARURB,NAVKARURB.NS,Commodities,Other Construction Materials
NAVNETEDUL,NAVNETEDUL.NS,Telecommunication,Telecom - Equipment & Accessories
NAZARA,NAZARA.NS,Telecommunication,Telecom - Equipment & Accessories
NBCC,NBCC.NS,Industrials,Construction
NBIFIN,NBIFIN.NS,Services,Capital Markets
NCC,NCC.NS,Industrials,Construction
NCLIND,NCLIND.NS,Commodities,Other Construction Materials
NDGL,NDGL.NS,Services,Capital Markets
NDL,NDL.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
NDLVENTURE,NDLVENTURE.NS,Telecommunication,Telecom - Equipment & Accessories
NDRAUTO,NDRAUTO.NS,Consumer Discretionary,Automobile & Auto Components
NDTV,NDTV.NS,Telecommunication,Telecom - Equipment & Accessories
NECCLTD,NECCLTD.NS,Industrials,Industrial Products
NECLIFE,NECLIFE.NS,Healthcare,Pharmaceuticals & Biotechnology
NELCAST,NELCAST.NS,Industrials,Industrial Manufacturing
NELCO,NELCO.NS,Information Technology,IT - Hardware
NEOGEN,NEOGEN.NS,Commodities,Fertilizers & Agrochemicals
NESCO,NESCO.NS,Industrials,Industrial Products
NESTLEIND,NESTLEIND.NS,Fast Moving consumer goods,Food Products
NETWEB,NETWEB.NS,Information Technology,IT - Hardware
NETWORK18,NETWORK18.NS,Telecommunication,Telecom - Equipment & Accessories
NEULANDLAB,NEULANDLAB.NS,Healthcare,Pharmaceuticals & Biotechnology
NEWGEN,NEWGEN.NS,Information Technology,IT - Software
NEXTMEDIA,NEXTMEDIA.NS,Telecommunication,Telecom - Equipment & Accessories
NFL,NFL.NS,Commodities,Fertilizers & Agrochemicals
NGIL,NGIL.NS,Fast Moving consumer goods,Food Products
NGLFINE,NGLFINE.NS,Healthcare,Pharmaceuticals & Biotechnology
NH,NH.NS,Healthcare,Healthcare Services
NHPC,NHPC.NS,Utilities,Utilities
NIACL,NIACL.NS,Services,Insurance - Diversified
NIBE,NIBE.NS,Industrials,Industrial Products
NIBL,NIBL.NS,Industrials,Industrial Manufacturing
NIITLTD,NIITLTD.NS,Fast Moving consumer goods,Diversified FMCG
NIITMTS,NIITMTS.NS,Fast Moving consumer goods,Diversified FMCG
NILAINFRA,NILAINFRA.NS,Consumer Discretionary,Realty
NILASPACES,NILASPACES.NS,Consumer Discretionary,Realty
NILKAMAL,NILKAMAL.NS,Consumer Discretionary,Consumer Durables
NINSYS,NINSYS.NS,Information Technology,IT - Services
NIPPOBATRY,NIPPOBATRY.NS,Industrials,Electrical Equipment
NIRAJ,NIRAJ.NS,Industrials,Construction
NIRAJISPAT,NIRAJISPAT.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
NITCO,NITCO.NS,Industrials,Construction
NITINSPIN,NITINSPIN.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
NITIRAJ,NITIRAJ.NS,Information Technology,IT - Hardware
NIVABUPA,NIVABUPA.NS,Services,Insurance - Life
NKIND,NKIND.NS,Fast Moving consumer goods,Household Products
NLCINDIA,NLCINDIA.NS,Utilities,Utilities
NMDC,NMDC.NS,Commodities,Ferrous Metals
NOCIL,NOCIL.NS,Commodities,Fertilizers & Agrochemicals
NOIDATOLL,NOIDATOLL.NS,Industrials,Construction
NORBTEAEXP,NORBTEAEXP.NS,Fast Moving consumer goods,Farm Products
NORTHARC,NORTHARC.NS,Services,Credit Services
NOVAAGRI,NOVAAGRI.NS,Commodities,Fertilizers & Agrochemicals
NPST,NPST.NS,Information Technology,IT - Software
NRAIL,NRAIL.NS,Commodities,"Paper, Forest & Jute Products"
NRBBEARING,NRBBEARING.NS,Consumer Discretionary,Automobile & Auto Components
NRL,NRL.NS,Industrials,Industrial Manufacturing
NSIL,NSIL.NS,Services,Asset Management
NSLNISP,NSLNISP.NS,Commodities,Ferrous Metals
NTPC,NTPC.NS,Utilities,Utilities
NTPCGREEN,NTPCGREEN.NS,Utilities,Utilities
NUCLEUS,NUCLEUS.NS,Information Technology,IT - Software
NURECA,NURECA.NS,Healthcare,Healthcare Equipment & Supplies
NUVAMA,NUVAMA.NS,Services,Asset Management
NUVOCO,NUVOCO.NS,Commodities,Other Construction Materials
NYKAA,NYKAA.NS,Consumer Discretionary,Retailing
OAL,OAL.NS,Commodities,Fertilizers & Agrochemicals
OBCL,OBCL.NS,Industrials,Industrial Products
OBEROIRLTY,OBEROIRLTY.NS,Consumer Discretionary,Realty
OCCL,OCCL.NS,Commodities,Chemicals & Petrochemicals
OCCLLTD,OCCLLTD.NS,Commodities,Chemicals & Petrochemicals
ODIGMA,ODIGMA.NS,Telecommunication,Telecom - Equipment & Accessories
OFSS,OFSS.NS,Information Technology,IT - Software
OIL,OIL.NS,Energy,Oil
OILCOUNTUB,OILCOUNTUB.NS,Energy,Oil
OLAELEC,OLAELEC.NS,Consumer Discretionary,Automobile & Auto Components
OLECTRA,OLECTRA.NS,Industrials,"Agricultural, Commercial & Construction Vehicles"
OMAXAUTO,OMAXAUTO.NS,Consumer Discretionary,Automobile & Auto Components
OMAXE,OMAXE.NS,Consumer Discretionary,Realty
OMINFRAL,OMINFRAL.NS,Industrials,Construction
ONELIFECAP,ONELIFECAP.NS,Services,Capital Markets
ONEPOINT,ONEPOINT.NS,Industrials,Industrial Products
ONESOURCE,ONESOURCE.NS,Healthcare,Pharmaceuticals & Biotechnology
ONGC,ONGC.NS,Energy,Oil
ONMOBILE,ONMOBILE.NS,Telecommunication,Telecom - Services
ONWARDTEC,ONWARDTEC.NS,Information Technology,IT - Services
OPTIEMUS,OPTIEMUS.NS,Information Technology,IT - Hardware
ORBTEXP,ORBTEXP.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
ORCHASP,ORCHASP.NS,Information Technology,IT - Software
ORCHPHARMA,ORCHPHARMA.NS,Healthcare,Pharmaceuticals & Biotechnology
ORICONENT,ORICONENT.NS,Consumer Discretionary,Retailing
ORIENTALTL,ORIENTALTL.NS,Industrials,Construction
ORIENTBELL,ORIENTBELL.NS,Industrials,Construction
ORIENTCEM,ORIENTCEM.NS,Commodities,Other Construction Materials
ORIENTCER,ORIENTCER.NS,Commodities,Fertilizers & Agrochemicals
ORIENTELEC,ORIENTELEC.NS,Consumer Discretionary,Consumer Durables
ORIENTHOT,ORIENTHOT.NS,Consumer Discretionary,Leisure Services
ORIENTLTD,ORIENTLTD.NS,Consumer Discretionary,Retailing
ORIENTPPR,ORIENTPPR.NS,Commodities,"Paper, Forest & Jute Products"
ORIENTTECH,ORIENTTECH.NS,Information Technology,IT - Services
ORISSAMINE,ORISSAMINE.NS,Commodities,Minerals & Mining
ORTINGLOBE,ORTINGLOBE.NS,Healthcare,Pharmaceuticals & Biotechnology
OSIAHYPER,OSIAHYPER.NS,Consumer Discretionary,Retailing
OSWALAGRO,OSWALAGRO.NS,Consumer Discretionary,Realty
OSWALGREEN,OSWALGREEN.NS,Services,Asset Management
OSWALPUMPS,OSWALPUMPS.NS,,
OSWALSEEDS,OSWALSEEDS.NS,Commodities,Fertilizers & Agrochemicals
PAGEIND,PAGEIND.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
PAISALO,PAISALO.NS,Services,Credit Services
PAKKA,PAKKA.NS,Commodities,"Paper, Forest & Jute Products"
PALASHSECU,PALASHSECU.NS,Fast Moving consumer goods,Food Products
PALREDTEC,PALREDTEC.NS,Information Technology,IT - Hardware
PANACEABIO,PANACEABIO.NS,Healthcare,Pharmaceuticals & Biotechnology
PANACHE,PANACHE.NS,Information Technology,IT - Hardware
PANAMAPET,PANAMAPET.NS,Energy,Petroleum Products
PANSARI,PANSARI.NS,Consumer Discretionary,Realty
PAR,PAR.NS,Healthcare,Pharmaceuticals & Biotechnology
PARACABLES,PARACABLES.NS,Information Technology,IT - Hardware
PARADEEP,PARADEEP.NS,Commodities,Fertilizers & Agrochemicals
PARAGMILK,PARAGMILK.NS,Fast Moving consumer goods,Food Products
PARAS,PARAS.NS,Industrials,Aerospace & Defense
PARASPETRO,PARASPETRO.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
PARKHOTELS,PARKHOTELS.NS,Consumer Discretionary,Leisure Services
PARSVNATH,PARSVNATH.NS,Consumer Discretionary,Realty
PASUPTAC,PASUPTAC.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
PATANJALI,PATANJALI.NS,Fast Moving consumer goods,Food Products
PATELENG,PATELENG.NS,Industrials,Construction
PATINTLOG,PATINTLOG.NS,Industrials,Industrial Products
PAVNAIND,PAVNAIND.NS,Consumer Discretionary,Automobile & Auto Components
PAYTM,PAYTM.NS,Information Technology,IT - Software
PCBL,PCBL.NS,Commodities,Fertilizers & Agrochemicals
PCJEWELLER,PCJEWELLER.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
PDMJEPAPER,PDMJEPAPER.NS,Commodities,"Paper, Forest & Jute Products"
PDSL,PDSL.NS,Industrials,Industrial Products
PEARLPOLY,PEARLPOLY.NS,Consumer Discretionary,Retailing
PEL,PEL.NS,Services,Financial Conglomerates
PENIND,PENIND.NS,Industrials,Industrial Manufacturing
PENINLAND,PENINLAND.NS,Consumer Discretionary,Realty
PERSISTENT,PERSISTENT.NS,Information Technology,IT - Services
PETRONET,PETRONET.NS,Energy,Petroleum Products
PFC,PFC.NS,Services,Credit Services
PFIZER,PFIZER.NS,Healthcare,Pharmaceuticals & Biotechnology
PFOCUS,PFOCUS.NS,Telecommunication,Telecom - Equipment & Accessories
PFS,PFS.NS,Services,Credit Services
PGEL,PGEL.NS,Information Technology,IT - Hardware
PGHH,PGHH.NS,Fast Moving consumer goods,Household Products
PGHL,PGHL.NS,Healthcare,Pharmaceuticals & Biotechnology
PGIL,PGIL.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
PHOENIXLTD,PHOENIXLTD.NS,Consumer Discretionary,Realty
PIDILITIND,PIDILITIND.NS,Commodities,Fertilizers & Agrochemicals
PIGL,PIGL.NS,Industrials,Construction
PIIND,PIIND.NS,Commodities,Fertilizers & Agrochemicals
PILANIINVS,PILANIINVS.NS,Services,Asset Management
PILITA,PILITA.NS,Consumer Discretionary,Consumer Durables
PIONEEREMB,PIONEEREMB.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
PITTIENG,PITTIENG.NS,Industrials,Industrial Manufacturing
PIXTRANS,PIXTRANS.NS,Industrials,Industrial Manufacturing
PKTEA,PKTEA.NS,Fast Moving consumer goods,Farm Products
PLASTIBLEN,PLASTIBLEN.NS,Commodities,Fertilizers & Agrochemicals
PLATIND,PLATIND.NS,Commodities,Fertilizers & Agrochemicals
PLAZACABLE,PLAZACABLE.NS,Industrials,Electrical Equipment
PNB,PNB.NS,Services,Banks - Regional
PNBGILTS,PNBGILTS.NS,Services,Capital Markets
PNBHOUSING,PNBHOUSING.NS,Services,Mortgage Finance
PNC,PNC.NS,Telecommunication,Telecom - Equipment & Accessories
PNCINFRA,PNCINFRA.NS,Industrials,Construction
PNGJL,PNGJL.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
POCL,POCL.NS,Commodities,Fertilizers & Agrochemicals
PODDARMENT,PODDARMENT.NS,Commodities,Fertilizers & Agrochemicals
POKARNA,POKARNA.NS,Industrials,Construction
POLICYBZR,POLICYBZR.NS,Services,Insurance Brokers
POLYCAB,POLYCAB.NS,Industrials,Electrical Equipment
POLYMED,POLYMED.NS,Healthcare,Healthcare Equipment & Supplies
POLYPLEX,POLYPLEX.NS,Commodities,Fertilizers & Agrochemicals
PONNIERODE,PONNIERODE.NS,Fast Moving consumer goods,Food Products
POONAWALLA,POONAWALLA.NS,Services,Credit Services
POWERGRID,POWERGRID.NS,Utilities,Utilities
POWERINDIA,POWERINDIA.NS,Industrials,Electrical Equipment
POWERMECH,POWERMECH.NS,Industrials,Construction
PPAP,PPAP.NS,Consumer Discretionary,Automobile & Auto Components
PPL,PPL.NS,Industrials,Construction
PPLPHARMA,PPLPHARMA.NS,Healthcare,Pharmaceuticals & Biotechnology
PRABHA,PRABHA.NS,Energy,Oil
PRAENG,PRAENG.NS,Consumer Discretionary,Realty
PRAJIND,PRAJIND.NS,Industrials,Construction
PRAKASH,PRAKASH.NS,Commodities,Ferrous Metals
PRAKASHSTL,PRAKASHSTL.NS,Commodities,Ferrous Metals
PRAXIS,PRAXIS.NS,Consumer Discretionary,Retailing
PRECAM,PRECAM.NS,Consumer Discretionary,Automobile & Auto Components
PRECOT,PRECOT.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
PRECWIRE,PRECWIRE.NS,Industrials,Electrical Equipment
PREMEXPLN,PREMEXPLN.NS,Commodities,Fertilizers & Agrochemicals
PREMIER,PREMIER.NS,Industrials,Industrial Manufacturing
PREMIERENE,PREMIERENE.NS,Information Technology,IT - Hardware
PREMIERPOL,PREMIERPOL.NS,Commodities,Fertilizers & Agrochemicals
PRESTIGE,PRESTIGE.NS,Consumer Discretionary,Realty
PRICOLLTD,PRICOLLTD.NS,Consumer Discretionary,Automobile & Auto Components
PRIMESECU,PRIMESECU.NS,Services,Capital Markets
PRIMO,PRIMO.NS,Commodities,Chemicals & Petrochemicals
PRINCEPIPE,PRINCEPIPE.NS,Industrials,Construction
PRITI,PRITI.NS,Consumer Discretionary,Consumer Durables
PRITIKAUTO,PRITIKAUTO.NS,Industrials,Industrial Manufacturing
PRIVISCL,PRIVISCL.NS,Commodities,Fertilizers & Agrochemicals
PROSTARM,PROSTARM.NS,,
PROTEAN,PROTEAN.NS,Information Technology,IT - Services
PROZONER,PROZONER.NS,Consumer Discretionary,Realty
PRSMJOHNSN,PRSMJOHNSN.NS,Commodities,Other Construction Materials
PRUDENT,PRUDENT.NS,Services,Asset Management
PRUDMOULI,PRUDMOULI.NS,Fast Moving consumer goods,Food Products
PSB,PSB.NS,Services,Banks - Regional
PSPPROJECT,PSPPROJECT.NS,Industrials,Construction
PTC,PTC.NS,Utilities,Utilities
PTCIL,PTCIL.NS,Industrials,Industrial Manufacturing
PTL,PTL.NS,Consumer Discretionary,Realty
PUNJABCHEM,PUNJABCHEM.NS,Commodities,Chemicals & Petrochemicals
PURVA,PURVA.NS,Consumer Discretionary,Realty
PVP,PVP.NS,Industrials,Industrial Products
PVRINOX,PVRINOX.NS,Telecommunication,Telecom - Equipment & Accessories
PVSL,PVSL.NS,Consumer Discretionary,Automobile & Auto Components
PYRAMID,PYRAMID.NS,Consumer Discretionary,Retailing
QPOWER,QPOWER.NS,Industrials,Electrical Equipment
QUADFUTURE,QUADFUTURE.NS,Industrials,Industrial Products
QUESS,QUESS.NS,Industrials,Industrial Products
QUICKHEAL,QUICKHEAL.NS,Information Technology,IT - Software
RACE,RACE.NS,Industrials,Industrial Manufacturing
RACLGEAR,RACLGEAR.NS,Consumer Discretionary,Automobile & Auto Components
RADAAN,RADAAN.NS,Telecommunication,Telecom - Equipment & Accessories
RADHIKAJWE,RADHIKAJWE.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
RADIANTCMS,RADIANTCMS.NS,Industrials,Industrial Products
RADICO,RADICO.NS,Fast Moving consumer goods,Beverages
RADIOCITY,RADIOCITY.NS,Telecommunication,Telecom - Equipment & Accessories
RAILTEL,RAILTEL.NS,Telecommunication,Telecom - Services
RAIN,RAIN.NS,Commodities,Fertilizers & Agrochemicals
RAINBOW,RAINBOW.NS,Healthcare,Healthcare Services
RAJESHEXPO,RAJESHEXPO.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
RAJMET,RAJMET.NS,Commodities,Non - Ferrous Metals
RAJOOENG,RAJOOENG.NS,Industrials,Industrial Manufacturing
RAJRATAN,RAJRATAN.NS,Commodities,Ferrous Metals
RAJRILTD,RAJRILTD.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
RAJSREESUG,RAJSREESUG.NS,Fast Moving consumer goods,Food Products
RAJTV,RAJTV.NS,Telecommunication,Telecom - Equipment & Accessories
RALLIS,RALLIS.NS,Commodities,Fertilizers & Agrochemicals
RAMANEWS,RAMANEWS.NS,Fast Moving consumer goods,Beverages
RAMAPHO,RAMAPHO.NS,Commodities,Fertilizers & Agrochemicals
RAMASTEEL,RAMASTEEL.NS,Commodities,Ferrous Metals
RAMCOCEM,RAMCOCEM.NS,Commodities,Other Construction Materials
RAMCOIND,RAMCOIND.NS,Industrials,Construction
RAMCOSYS,RAMCOSYS.NS,Information Technology,IT - Software
RAMKY,RAMKY.NS,Industrials,Construction
RAMRAT,RAMRAT.NS,Industrials,Electrical Equipment
RANASUG,RANASUG.NS,Fast Moving consumer goods,Food Products
RANEHOLDIN,RANEHOLDIN.NS,Consumer Discretionary,Automobile & Auto Components
RATEGAIN,RATEGAIN.NS,Information Technology,IT - Software
RATNAMANI,RATNAMANI.NS,Commodities,Ferrous Metals
RATNAVEER,RATNAVEER.NS,Commodities,Ferrous Metals
RAYMOND,RAYMOND.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
RAYMONDLSL,RAYMONDLSL.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
RBA,RBA.NS,Consumer Discretionary,Consumer Services
RBLBANK,RBLBANK.NS,Services,Banks - Regional
RBZJEWEL,RBZJEWEL.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
RCF,RCF.NS,Commodities,Fertilizers & Agrochemicals
RECLTD,RECLTD.NS,Services,Credit Services
REDINGTON,REDINGTON.NS,Information Technology,IT - Services
REDTAPE,REDTAPE.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
REFEX,REFEX.NS,Energy,Consumable Fuels
REGENCERAM,REGENCERAM.NS,Industrials,Construction
RELAXO,RELAXO.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
RELCHEMQ,RELCHEMQ.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
RELIABLE,RELIABLE.NS,Information Technology,IT - Services
RELIANCE,RELIANCE.NS,Energy,Petroleum Products
RELIGARE,RELIGARE.NS,Services,Insurance - Life
RELINFRA,RELINFRA.NS,Utilities,Utilities
RELTD,RELTD.NS,Information Technology,IT - Hardware
REMSONSIND,REMSONSIND.NS,Consumer Discretionary,Automobile & Auto Components
RENUKA,RENUKA.NS,Fast Moving consumer goods,Food Products
REPCOHOME,REPCOHOME.NS,Services,Mortgage Finance
REPL,REPL.NS,Industrials,Industrial Products
REPRO,REPRO.NS,Industrials,Industrial Products
RESPONIND,RESPONIND.NS,Commodities,Fertilizers & Agrochemicals
RETAIL,RETAIL.NS,Fast Moving consumer goods,Personal Products
RGL,RGL.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
RHFL,RHFL.NS,Services,Mortgage Finance
RHIM,RHIM.NS,Industrials,Industrial Manufacturing
RHL,RHL.NS,Consumer Discretionary,Leisure Services
RICOAUTO,RICOAUTO.NS,Consumer Discretionary,Automobile & Auto Components
RIIL,RIIL.NS,Industrials,Construction
RISHABH,RISHABH.NS,Information Technology,IT - Hardware
RITCO,RITCO.NS,Industrials,Industrial Products
RITES,RITES.NS,Industrials,Construction
RKDL,RKDL.NS,Fast Moving consumer goods,Beverages
RKEC,RKEC.NS,Industrials,Construction
RKFORGE,RKFORGE.NS,Industrials,Industrial Manufacturing
RKSWAMY,RKSWAMY.NS,Telecommunication,Telecom - Equipment & Accessories
RML,RML.NS,Consumer Discretionary,Automobile & Auto Components
ROHLTD,ROHLTD.NS,Consumer Discretionary,Leisure Services
ROLEXRINGS,ROLEXRINGS.NS,Industrials,Industrial Manufacturing
ROLLT,ROLLT.NS,Consumer Discretionary,Realty
ROML,ROML.NS,Fast Moving consumer goods,Food Products
ROSSARI,ROSSARI.NS,Commodities,Fertilizers & Agrochemicals
ROSSELLIND,ROSSELLIND.NS,Industrials,Industrial Products
ROSSTECH,ROSSTECH.NS,Industrials,Aerospace & Defense
ROTO,ROTO.NS,Industrials,Industrial Manufacturing
ROUTE,ROUTE.NS,Telecommunication,Telecom - Services
RPEL,RPEL.NS,Commodities,Chemicals & Petrochemicals
RPGLIFE,RPGLIFE.NS,Healthcare,Pharmaceuticals & Biotechnology
RPOWER,RPOWER.NS,Utilities,Utilities
RPPINFRA,RPPINFRA.NS,Industrials,Construction
RPPL,RPPL.NS,Consumer Discretionary,Retailing
RPSGVENT,RPSGVENT.NS,Information Technology,IT - Services
RPTECH,RPTECH.NS,Information Technology,IT - Hardware
RRKABEL,RRKABEL.NS,Industrials,Electrical Equipment
RSSOFTWARE,RSSOFTWARE.NS,Information Technology,IT - Services
RSWM,RSWM.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
RSYSTEMS,RSYSTEMS.NS,Information Technology,IT - Services
RTNINDIA,RTNINDIA.NS,Consumer Discretionary,Retailing
RTNPOWER,RTNPOWER.NS,Utilities,Utilities
RUBFILA,RUBFILA.NS,Commodities,Fertilizers & Agrochemicals
RUBYMILLS,RUBYMILLS.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
RUCHINFRA,RUCHINFRA.NS,Industrials,Industrial Products
RUCHIRA,RUCHIRA.NS,Commodities,"Paper, Forest & Jute Products"
RUPA,RUPA.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
RUSHIL,RUSHIL.NS,Consumer Discretionary,Consumer Durables
RUSTOMJEE,RUSTOMJEE.NS,Consumer Discretionary,Realty
RVHL,RVHL.NS,Consumer Discretionary,Realty
RVNL,RVNL.NS,Industrials,Construction
RVTH,RVTH.NS,Industrials,"Agricultural, Commercial & Construction Vehicles"
S&SPOWER,S&SPOWER.NS,Industrials,Electrical Equipment
SABEVENTS,SABEVENTS.NS,Telecommunication,Telecom - Equipment & Accessories
SABTNL,SABTNL.NS,Telecommunication,Telecom - Equipment & Accessories
SADBHAV,SADBHAV.NS,Industrials,Construction
SADBHIN,SADBHIN.NS,Industrials,Construction
SADHNANIQ,SADHNANIQ.NS,Commodities,Fertilizers & Agrochemicals
SAFARI,SAFARI.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
SAGARDEEP,SAGARDEEP.NS,Commodities,Non - Ferrous Metals
SAGCEM,SAGCEM.NS,Commodities,Other Construction Materials
SAGILITY,SAGILITY.NS,Healthcare,Healthcare Services
SAH,SAH.NS,Consumer Discretionary,Retailing
SAHYADRI,SAHYADRI.NS,Industrials,Construction
SAIL,SAIL.NS,Commodities,Ferrous Metals
SAILIFE,SAILIFE.NS,Healthcare,Pharmaceuticals & Biotechnology
SAKAR,SAKAR.NS,Healthcare,Pharmaceuticals & Biotechnology
SAKHTISUG,SAKHTISUG.NS,Fast Moving consumer goods,Food Products
SAKSOFT,SAKSOFT.NS,Information Technology,IT - Services
SAKUMA,SAKUMA.NS,Fast Moving consumer goods,Farm Products
SALASAR,SALASAR.NS,Commodities,Ferrous Metals
SALONA,SALONA.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
SALSTEEL,SALSTEEL.NS,Commodities,Ferrous Metals
SALZERELEC,SALZERELEC.NS,Industrials,Electrical Equipment
SAMBHAAV,SAMBHAAV.NS,Telecommunication,Telecom - Equipment & Accessories
SAMHI,SAMHI.NS,Consumer Discretionary,Leisure Services
SAMMAANCAP,SAMMAANCAP.NS,Services,Mortgage Finance
SAMPANN,SAMPANN.NS,Commodities,Fertilizers & Agrochemicals
SANATHAN,SANATHAN.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
SANCO,SANCO.NS,Industrials,Electrical Equipment
SANDESH,SANDESH.NS,Telecommunication,Telecom - Equipment & Accessories
SANDHAR,SANDHAR.NS,Consumer Discretionary,Automobile & Auto Components
SANDUMA,SANDUMA.NS,Commodities,Ferrous Metals
SANGAMIND,SANGAMIND.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
SANGHIIND,SANGHIIND.NS,Commodities,Other Construction Materials
SANGHVIMOV,SANGHVIMOV.NS,Industrials,Industrial Products
SANGINITA,SANGINITA.NS,Commodities,Chemicals & Petrochemicals
SANOFI,SANOFI.NS,Healthcare,Pharmaceuticals & Biotechnology
SANOFICONR,SANOFICONR.NS,Healthcare,Pharmaceuticals & Biotechnology
SANSERA,SANSERA.NS,Consumer Discretionary,Automobile & Auto Components
SANSTAR,SANSTAR.NS,Commodities,Chemicals & Petrochemicals
SANWARIA,SANWARIA.NS,Fast Moving consumer goods,Farm Products
SAPPHIRE,SAPPHIRE.NS,Consumer Discretionary,Consumer Services
SARDAEN,SARDAEN.NS,Commodities,Ferrous Metals
SAREGAMA,SAREGAMA.NS,Telecommunication,Telecom - Equipment & Accessories
